City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,madang,-5.2246,145.7966,24.31,91,100,2.24,PG,1680556044
367,aranos,-24.1333,19.1167,21.93,26,15,5.34,NA,1680556045
368,muroto,33.2833,134.15,14.35,66,43,3.55,JP,1680556046
369,clyde river,70.4692,-68.5914,-21.36,91,6,1.53,CA,1680556046
370,yichang,30.7144,111.2847,13.55,83,100,1.05,CN,1680556014
371,bubaque,11.2833,-15.8333,25.86,75,21,7.01,GW,1680556047
372,pavilosta,56.8879,21.1859,-2.05,62,6,6.27,LV,1680555949
373,foam lake,51.65,-103.5343,-10.6,78,100,3.8,CA,1680556047
374,kavieng,-2.5744,150.7967,27.33,76,100,1.88,PG,1680556048
375,kahului,20.8947,-156.47,24.91,80,51,4.02,US,1680555812
376,mersin,36.862,34.6509,16.17,74,70,3.45,TR,1680555935
377,salalah,17.0151,54.0924,30.05,20,0,4.12,OM,1680556050
378,takestan,36.0696,49.6959,8.57,72,16,2.78,IR,1680556050
379,timra,62.487,17.3257,-1.18,80,0,1.03,SE,1680556051
380,abonnema,4.7084,6.7931,25.09,86,96,2.0,NG,1680556051
381,jardim,-21.4803,-56.1381,28.09,65,0,1.07,BR,1680556051
382,zasheyek,67.4066,32.5499,-10.83,99,99,1.7,RU,1680556052
383,bondo,3.8146,23.6866,21.62,88,72,1.43,CD,1680556052
384,muros,42.7762,-9.0603,13.24,88,100,3.81,ES,1680556053
385,anadyr,64.75,177.4833,-24.72,75,0,4.0,RU,1680556053
386,sakhon nakhon,17.1612,104.1472,28.58,44,29,2.48,TH,1680556054
387,mazatlan,23.2167,-106.4167,25.98,77,100,3.09,MX,1680556054
388,galesong,-5.3166,119.3661,24.01,80,91,1.91,ID,1680556055
389,massaguet,12.4755,15.4365,30.26,17,97,4.88,TD,1680556056
390,gorontalo,0.5412,123.0595,23.07,94,98,0.97,ID,1680556056
391,camden,39.7835,-74.9663,18.16,53,100,1.34,US,1680556057
392,syumsi,57.1111,51.6149,3.93,87,90,2.07,RU,1680556058
393,loikaw,19.6742,97.2094,17.97,69,13,1.52,MM,1680556058
394,lata,40.1629,-8.3327,14.34,86,100,1.68,PT,1680556059
395,waddan,29.1614,16.139,16.27,24,0,3.53,LY,1680556059
396,walvis bay,-22.9575,14.5053,18.17,68,0,5.38,NA,1680556059
397,sobolevo,54.4299,31.8996,0.46,98,100,3.97,RU,1680556060
398,jennings,38.7192,-90.2604,26.75,54,20,8.75,US,1680556060
399,ruidoso,33.3317,-105.673,19.98,8,0,14.4,US,1680556060
400,mankapur,27.0333,82.2333,23.47,43,11,2.27,IN,1680556061
401,magalia,39.8121,-121.5783,9.75,42,69,5.11,US,1680556062
402,barcelos,41.5388,-8.6151,14.4,79,100,1.86,PT,1680556062
403,milkovo,54.7167,158.6167,-1.08,74,16,0.83,RU,1680556063
404,mount gambier,-37.8333,140.7667,10.07,95,100,1.32,AU,1680556063
405,khed,17.7167,73.3833,21.32,88,4,0.94,IN,1680556063
406,sao joao da barra,-21.6403,-41.0511,25.05,75,100,4.68,BR,1680556066
407,cockburn town,21.4612,-71.1419,25.37,80,0,7.42,TC,1680556066
408,lagoa,39.05,-27.9833,14.5,73,98,6.02,PT,1680556066
409,karratha,-20.7377,116.8463,27.62,75,10,3.19,AU,1680556067
410,haicheng,40.8516,122.7475,10.54,29,100,5.43,CN,1680556068
411,itaberaba,-12.5275,-40.3069,28.85,45,100,4.28,BR,1680556068
412,aden,12.7794,45.0367,28.15,79,100,5.3,YE,1680556068
413,glens falls,43.3095,-73.644,16.83,34,0,6.17,US,1680556069
414,benguela,-12.5763,13.4055,26.51,84,94,3.22,AO,1680555784
415,zalantun,48.0,122.7167,-1.76,26,72,6.97,CN,1680556070
416,teluknaga,-6.0989,106.6381,25.66,94,40,2.57,ID,1680555832
417,vila franca do campo,37.7167,-25.4333,14.23,75,69,2.73,PT,1680556071
418,tura,25.5198,90.2201,20.78,71,97,2.48,IN,1680556072
419,trelew,-43.249,-65.3051,22.93,18,0,4.7,AR,1680556072
420,kuusamo,65.9667,29.1833,-13.98,78,0,1.03,FI,1680556073
421,guadalupe,25.6833,-100.25,38.0,30,40,3.6,MX,1680556073
422,udachnyy,66.4167,112.4,-13.31,93,100,8.32,RU,1680556073
423,yulara,-25.2406,130.9889,21.65,42,93,3.07,AU,1680556030
424,mount vernon,40.9126,-73.8371,18.13,54,75,8.75,US,1680556074
425,bayir,37.2687,28.2167,17.29,49,66,7.25,TR,1680556075
426,alexandria,31.2156,29.9553,18.57,52,0,4.66,EG,1680556075
427,baherden,38.4362,57.4316,10.86,58,83,1.21,TM,1680556076
428,olafsvik,64.8945,-23.7142,5.53,93,100,10.03,IS,1680556076
429,samarai,-10.6167,150.6667,28.22,78,97,3.76,PG,1680556077
430,raudeberg,61.9875,5.1352,4.42,72,36,7.2,NO,1680556077
431,yanam,16.7333,82.2167,26.64,84,96,2.08,IN,1680556078
432,merauke,-8.4667,140.3333,24.5,89,100,2.22,ID,1680556079
433,guaratinga,-16.5667,-39.5667,22.07,96,100,1.93,BR,1680556079
434,pinotepa nacional,16.3167,-98.0167,32.94,39,65,5.97,MX,1680556080
435,gravelbourg,49.8834,-106.5512,-6.25,86,100,3.31,CA,1680556080
436,phalaborwa,-23.943,31.1411,23.06,53,3,1.92,ZA,1680556081
437,mocuba,-16.8392,36.9856,19.75,94,30,0.42,MZ,1680556082
438,maputo,-25.9653,32.5892,22.9,91,30,1.79,MZ,1680555905
439,hami,42.8,93.45,0.54,69,100,5.87,CN,1680556010
440,porto novo,6.4965,2.6036,28.03,79,100,4.28,BJ,1680556083
441,pacific grove,36.6177,-121.9166,14.56,59,0,10.8,US,1680556084
442,tabas,33.5959,56.9244,16.19,22,0,0.56,IR,1680556084
443,saint-pierre,-21.3393,55.4781,24.2,78,0,2.57,RE,1680556084
444,nador,35.174,-2.9287,16.14,72,0,1.54,MA,1680556085
445,dzilam gonzalez,21.2833,-88.9333,35.87,33,68,3.06,MX,1680556085
446,tiarei,-17.5333,-149.3333,31.01,71,31,2.69,PF,1680556086
447,ha tinh,18.3333,105.9,25.51,69,16,1.67,VN,1680556086
448,lixourion,38.2019,20.4314,12.54,83,100,5.42,GR,1680556086
449,vardo,70.3705,31.1107,-2.01,80,100,13.89,NO,1680556087
450,yumen,40.2833,97.2,1.19,43,100,6.73,CN,1680556077
451,pozo colorado,-23.4923,-58.7972,30.69,47,0,1.89,PY,1680556089
452,verkhoyansk,67.5447,133.385,-22.69,96,46,0.21,RU,1680556089
453,kafanchan,9.5833,8.3,25.96,21,55,0.16,NG,1680556093
454,loding,67.3,14.75,3.95,92,75,6.69,NO,1680556093
455,bulawayo,-20.15,28.5833,17.07,62,52,2.27,ZW,1680556093
456,tornio,65.8481,24.1466,-8.99,93,50,3.04,FI,1680555875
457,ugoofaaru,5.6667,73.0,27.54,73,22,3.02,MV,1680556096
458,henties bay,-22.116,14.2845,16.86,81,0,2.29,NA,1680556096
459,smithers,54.7804,-127.1743,4.81,44,74,1.51,CA,1680556097
460,gasa,31.5,34.4667,18.27,64,0,1.03,PS,1680556097
461,ixtapa,20.7,-105.2,25.57,78,40,5.66,MX,1680556098
462,isla mujeres,21.2311,-86.731,28.03,69,8,6.31,MX,1680556099
463,kiama,-34.6833,150.8667,15.77,91,42,0.98,AU,1680556100
464,clyde,41.3042,-82.9752,19.39,54,99,2.64,US,1680556100
465,igrim,63.1906,64.4162,-8.86,86,47,3.12,RU,1680556101
466,agar,23.7,76.0167,24.75,31,0,4.69,IN,1680556101
467,tire,38.0888,27.7351,14.41,42,68,4.58,TR,1680556102
468,rio gallegos,-51.6226,-69.2181,19.95,29,100,13.16,AR,1680555809
469,dolores,-36.3132,-57.6792,18.19,81,88,1.79,AR,1680556055
470,belmonte,-15.8631,-38.8828,25.46,80,66,4.58,BR,1680556105
471,nanpiao,41.0982,120.7479,8.42,21,100,5.39,CN,1680556106
472,pilar,-9.5972,-35.9567,26.96,76,89,2.84,BR,1680556107
473,mozarlandia,-14.7447,-50.5706,23.64,87,53,2.09,BR,1680555948
474,lulea,65.5842,22.1547,-3.96,80,0,3.6,SE,1680556108
475,batagay,67.6333,134.6333,-21.01,98,83,1.28,RU,1680556109
476,benton harbor,42.1167,-86.4542,16.63,64,100,4.3,US,1680556109
477,manggar,-2.8833,108.2667,24.87,88,100,1.64,ID,1680556109
478,jimo,36.3897,120.4622,11.16,90,100,7.93,CN,1680556110
479,saravan,39.7196,45.6483,5.83,76,92,0.86,AM,1680556111
480,kontagora,10.3999,5.4695,30.45,13,21,1.22,NG,1680556112
481,burns lake,54.2331,-125.7533,2.6,57,84,1.37,CA,1680555910
482,santa maria,-29.6842,-53.8069,25.03,33,92,1.67,BR,1680556113
483,del rio,29.3627,-100.8968,36.06,15,0,1.54,US,1680555854
484,kouqian,43.6391,126.4578,6.6,43,100,2.58,CN,1680556114
485,saint-joseph,-21.3667,55.6167,23.59,81,100,3.33,RE,1680556114
486,celestun,20.8667,-90.4,29.63,62,65,6.18,MX,1680556115
487,caronport,50.4501,-105.8179,-7.19,87,100,3.73,CA,1680556116
488,antofagasta,-23.65,-70.4,22.6,81,43,3.15,CL,1680556117
489,bonthe,7.5264,-12.505,26.75,83,29,2.38,SL,1680556117
490,broome,42.2506,-75.833,17.67,40,76,5.36,US,1680556118
491,faya,18.3851,42.4509,14.29,65,14,1.98,SA,1680556120
492,miracema do tocantins,-9.5618,-48.3967,24.47,88,53,1.21,BR,1680556120
493,lock haven,41.137,-77.4469,19.43,52,48,4.48,US,1680556121
494,berdigestyakh,62.0989,126.6992,-10.35,97,100,1.16,RU,1680556121
495,kirillov,59.863,38.3813,0.58,99,100,2.64,RU,1680556122
496,acarau,-2.8856,-40.12,25.53,81,72,2.56,BR,1680556122
497,cabo san lucas,22.8909,-109.9124,28.67,41,100,8.75,MX,1680556123
498,luwuk,-0.9516,122.7875,24.74,93,100,2.13,ID,1680556123
499,verkhnechusovskiye gorodki,58.1671,57.1086,0.23,94,100,1.57,RU,1680556000
500,sarangani,5.4033,125.4636,26.97,76,89,0.92,PH,1680556124
501,omboue,-1.5746,9.2618,25.8,85,100,2.4,GA,1680556125
502,whitehorse,60.7161,-135.0538,-1.61,49,46,1.1,CA,1680556126
503,lom sak,16.7798,101.2422,25.62,44,22,1.58,TH,1680556126
504,coahuayana,18.7333,-103.6833,32.44,40,62,3.82,MX,1680556127
505,oriximina,-1.7656,-55.8661,26.66,86,26,1.28,BR,1680556128
506,san andres,12.5847,-81.7006,26.6,75,44,8.08,CO,1680556129
507,luanda,-8.8368,13.2343,26.51,77,99,4.19,AO,1680556048
508,yaan,7.3833,8.5667,29.94,58,97,6.19,NG,1680556130
509,conde,-7.2597,-34.9075,26.7,78,20,5.14,BR,1680556131
510,sokolo,14.7328,-6.1219,31.78,8,0,3.4,ML,1680556131
511,nemuro,43.3236,145.575,1.23,62,3,3.2,JP,1680556132
512,stara vyzhivka,51.4376,24.44,0.2,71,100,2.46,UA,1680556025
513,taksimo,56.3444,114.8794,-14.03,79,97,2.63,RU,1680556132
514,srednekolymsk,67.45,153.6833,-17.14,77,99,1.83,RU,1680556134
515,urumqi,43.801,87.6005,-4.47,43,0,1.0,CN,1680556136
516,souillac,-20.5167,57.5167,25.17,84,96,3.63,MU,1680556136
517,korla,41.7597,86.1469,-0.32,24,2,4.67,CN,1680556136
518,aberdeen,57.1437,-2.0981,5.67,90,40,5.14,GB,1680556137
519,tottori,35.5,134.2333,7.52,47,22,2.31,JP,1680556138
520,emba,48.8264,58.1442,8.09,41,97,4.66,KZ,1680556138
521,fasa,28.9383,53.6482,6.58,57,0,0.0,IR,1680556139
522,lorengau,-2.0226,147.2712,26.81,78,100,1.32,PG,1680556140
523,armizonskoye,55.9461,67.6736,-0.46,81,5,2.34,RU,1680556140
524,parsabad,39.6482,47.9174,9.18,93,75,3.09,IR,1680556141
525,benjamin aceval,-24.9667,-57.5667,33.08,44,0,1.91,PY,1680556141
526,rey bouba,8.6724,14.1786,32.83,17,100,1.39,CM,1680556143
527,ibotirama,-12.1853,-43.2206,28.88,37,34,0.89,BR,1680556143
528,lovozero,68.005,35.0117,-10.39,95,92,2.52,RU,1680556144
529,kaputa,-8.4689,29.6619,20.08,91,66,1.78,ZM,1680556145
530,laguna,38.421,-121.4238,14.52,30,0,10.8,US,1680556145
531,griffith,41.5284,-87.4237,17.83,39,75,5.66,US,1680556146
532,bururi,-3.85,29.6333,14.36,90,99,0.78,BI,1680556146
533,palmerston,-12.486,130.9833,25.99,94,100,2.06,AU,1680556147
534,karasjok,69.4719,25.5112,-3.83,89,100,4.83,NO,1680556147
535,biak,-0.9131,122.8766,23.79,91,100,2.27,ID,1680556148
536,hasaki,35.7333,140.8333,6.23,57,0,4.89,JP,1680556149
537,vikhorevka,56.1201,101.1636,-4.23,90,100,5.66,RU,1680556149
538,rumoi,43.9344,141.6428,3.74,71,96,2.79,JP,1680556150
539,yerbogachen,61.2767,108.0108,-5.59,94,100,5.92,RU,1680556152
540,qaqortoq,60.7167,-46.0333,1.83,82,100,1.97,GL,1680556152
541,nicolas bravo,18.45,-88.9167,33.16,32,30,4.62,MX,1680556152
542,vicuna,-30.0319,-70.7081,29.87,25,47,3.58,CL,1680556153
543,sheridan,44.8333,-106.9173,4.21,43,20,0.89,US,1680556153
544,plettenberg bay,-34.0527,23.3716,15.98,85,82,3.33,ZA,1680555975
545,port alberni,49.2413,-124.8028,11.07,57,30,1.34,CA,1680556155
546,pekan,3.4836,103.3996,24.01,85,96,1.63,MY,1680556156
547,norsup,-16.0667,167.3833,28.32,76,71,4.19,VU,1680556157
548,otavi,-19.65,17.3333,19.89,65,92,4.17,NA,1680555949
549,svetlogorsk,52.6333,29.7333,-0.08,95,100,4.68,BY,1680556158
550,kensington,-33.9167,151.2167,17.1,86,40,2.57,AU,1680556159
551,bratsk,56.1325,101.6142,-4.73,85,100,6.0,RU,1680556075
552,kortemark,51.0233,3.0022,5.62,73,1,2.24,BE,1680556160
553,suhbaatar,50.2314,106.2078,-7.93,56,2,1.71,MN,1680556161
554,moissala,8.3404,17.7663,30.09,23,89,1.01,TD,1680556161
555,gondanglegi,-7.7479,112.0132,22.9,86,100,2.29,ID,1680556162
556,el coco,8.8703,-79.815,32.89,55,84,6.27,PA,1680556162
557,douglas,41.3,-96.167,15.93,28,40,9.77,US,1680556163
558,cherlak,54.155,74.8055,-0.27,67,0,3.39,RU,1680556163
559,panji,-7.7253,114.0995,23.6,88,100,1.82,ID,1680556164
560,ivanovka,42.8878,75.085,10.04,24,90,0.14,KG,1680556164
561,ossora,59.2353,163.0719,-4.49,95,96,2.47,RU,1680556165
562,north bend,43.4065,-124.2243,7.87,80,100,4.63,US,1680556165
563,camabatela,-8.1881,15.375,17.18,97,100,0.48,AO,1680556166
564,san luis,-33.295,-66.3356,22.46,58,100,6.56,AR,1680556166
565,jiwani,25.05,61.7417,23.81,71,0,7.4,PK,1680556074
566,diapaga,12.0708,1.7889,31.69,9,69,1.93,BF,1680556168
567,abu dhabi,24.4667,54.3667,23.86,63,20,3.09,AE,1680555915
568,chardara,41.2547,67.9692,14.07,77,90,2.58,KZ,1680555896
569,atbasar,51.8,68.3333,-0.71,79,0,3.65,KZ,1680556170
570,prince rupert,54.3161,-130.3201,4.05,81,100,2.57,CA,1680556170
571,lakes entrance,-37.8811,147.981,11.2,71,24,1.9,AU,1680556171
572,leshukonskoye,64.8989,45.7622,-12.27,95,25,2.09,RU,1680556171
573,fortuna,40.5982,-124.1573,9.96,73,83,2.68,US,1680556171
574,maragogi,-9.0122,-35.2225,26.12,75,84,3.81,BR,1680556172
575,sergeyevka,53.88,67.4158,0.55,78,0,2.8,KZ,1680556172
576,honiara,-9.4333,159.95,27.14,82,99,2.64,SB,1680556173
577,ouahigouya,13.5828,-2.4216,33.03,8,76,3.59,BF,1680556173
